St_Dist_Code,NAME_LEA19,STCD116,COUNT,LANDAREA,WATERAREA
0805880,Norwood School District R-2J,0803,1,770.0635933,1.555468211
0805910,South Routt School District RE-3,0803,1,584.1119472,1.782889728
0805940,Otis School District R-3,0804,1,314.5238256,0.272017863
0805970,Ouray School District R-1,0803,1,151.0791347,0.119872756
0806000,Revere School District,0804,1,285.5648563,1.500816606
0806030,Plateau School District RE-5,0804,1,380.4193054,0.198422927
0806060,Peyton School District 23-JT,0804,2,9.60036533,0
0806060,Peyton School District 23-JT,0805,2,115.0442234,0.103265343
0806090,Pritchett School District RE-3,0804,1,656.3446545,0.264496592
0806120,Pueblo City School District 60,0803,1,89.13230525,2.494989552
0806150,Pueblo County School District 70,0803,1,1823.855631,9.019489279
0806180,Rangely School District RE-4,0803,1,1277.667677,0.013227088
0806210,Ridgway School District R-2,0803,1,342.2046693,0.503466811
0806240,Garfield School District RE-2,0803,1,804.1138133,2.831295357
0806270,Rocky Ford School District R-2,0804,1,132.817108,1.775672706
0806300,Mountain Valley School District RE-1,0803,1,1408.163646,0.483134285
0806330,Salida School District R-32,0805,1,468.958328,0.294973181
0806360,Centennial School District R-1,0803,1,667.3875736,1.984365565
0806390,Sanford School District 6J,0803,1,138.4086895,0.253905037
0806420,Sangre de Cristo School District RE-22J,0803,1,459.0141032,3.140967835
0806450,Sargent School District RE-33J,0803,1,117.2864384,0.085622791
0806480,Widefield School District 3,0805,1,58.79037509,0.496856356
0806510,Hi-Plains School District R-23,0804,1,560.4519836,0.609101664
0806540,Sheridan School District 2,0801,2,3.177621286,0.121610216
0806540,Sheridan School District 2,0806,2,0.087317393,0
0806570,Silverton School District 1,0803,1,387.5155684,0.786076615
0806600,Big Sandy School District 100J,0804,2,478.2029874,0.440030996
0806600,Big Sandy School District 100J,0805,2,56.41352508,0.073706905
0806630,Springfield School District RE-4,0804,1,568.716828,2.07228103
0806660,Steamboat Springs School District RE-2,0803,1,1011.512329,3.868658079
0806690,Valley School District RE-1,0804,1,838.050284,5.736647042
0806720,Prairie School District RE-11,0804,1,664.0867,0.552490205
0806750,Strasburg School District 31J,0804,1,226.9501847,1.144000281
0806780,Stratton School District R-4,0804,1,338.8443147,0.220370133
0806810,Summit School District RE-1,0802,1,514.4505519,7.434046026
0806840,Swink School District 33,0804,1,62.21776124,1.442695101
0806870,Telluride School District R-1,0803,1,344.5532238,0.535244565
0806900,Adams 12 Five Star Schools,0802,3,13.96083341,0.162289169
0806900,Adams 12 Five Star Schools,0806,3,10.60624065,0.126529544
0806900,Adams 12 Five Star Schools,0807,3,35.87080365,0.637742337
0806930,Plainview School District RE-2,0804,1,529.820071,1.15936097
0806960,Trinidad School District 1,0804,1,244.4716713,2.05354465
0806990,Vilas School District RE-5,0804,1,180.1477984,0
0807050,North Park School District R-1,0803,1,1612.844103,8.121031449
0807080,Huerfano School District RE-1,0803,1,1365.948466,3.368524873
0807110,Walsh School District RE-1,0804,1,767.0001517,0.462839596
0807140,Weldon Valley School District RE-20J,0804,1,184.2218053,5.786488972
0807200,Custer County School District C-1,0803,1,677.0216847,1.263528634
0807230,Westminster Public School District,0807,1,14.35889973,0.539252305
0807260,Primero Reorganized School District 2,0804,1,501.1530158,0.42047106
0807290,Wiggins School District RE-50J,0804,1,345.0949437,15.32329571
0807320,Wiley School District RE-13-JT,0804,1,94.55743231,0.280960761
0807350,Windsor School District RE-4,0804,1,98.11675035,4.11684919
0807380,Woodland Park School District RE-2,0805,1,289.9159598,0.772040257
0807410,Woodlin School District R-104,0804,1,627.0991286,1.992310389
0900005,Regional High School District 19,0902,1,116.6912074,1.952126419
0900030,Andover School District,0902,1,15.4489071,0.245522373
0900060,Ansonia School District,0903,1,6.018796226,0.168031667
0900090,Ashford School District,0902,1,38.76182361,0.707636869
0900120,Avon School District,0905,1,23.15940846,0.431995438
0900150,Barkhamsted School District,0901,1,36.25376141,2.575867147
0900210,Berlin School District,0901,1,26.32215825,0.663371799
0900240,Bethany School District,0903,1,21.10782637,0.384636531
0900270,Bethel School District,0905,1,16.95691293,0.060294102
0900330,Bloomfield School District,0901,1,26.08593476,0.166289574
0900360,Bolton School District,0902,1,14.40723162,0.295851178
0900390,Bozrah School District,0902,1,19.96461335,0.279279672
0900420,Branford School District,0903,1,21.84121741,6.150653208
0900450,Bridgeport School District,0904,1,16.06443659,3.36131596
0900510,Bristol School District,0901,1,26.40635903,0.404434306
0900540,Brookfield School District,0905,1,19.73588951,0.595215499
0900570,Brooklyn School District,0902,1,29.13327205,0.108880813
0900630,Canaan School District,0905,1,32.91233589,0.322938176
0900660,Canterbury School District,0902,1,39.94477774,0.264007015
0900690,Canton School District,0905,1,24.58563708,0.439255703
0900720,Chaplin School District,0902,1,19.3910466,0.136095611
0900750,Cheshire School District,0905,1,33.07922431,0.295636505
0900780,Chester School District,0902,1,16.05147167,0.776417883
0900810,Clinton School District,0902,1,16.20681331,2.812108782
0900840,Colchester School District,0902,1,49.02592869,0.720102178
0900870,Colebrook School District,0901,1,31.55318326,1.371189751
0900900,Columbia School District,0902,1,21.37270559,0.613125621
0900930,Cornwall School District,0905,1,46.06098484,0.253586889
0900960,Coventry School District,0902,1,37.57083739,0.6735398
0900990,Cromwell School District,0901,1,12.45225074,0.498591113
0901020,Danbury School District,0904,2,0.023538333,0
0901020,Danbury School District,0905,2,41.92381664,2.242141276
0901050,Darien School District,0904,1,12.65429994,10.82124087
0901080,Deep River School District,0902,1,13.51425721,0.650290272
0901110,Derby School District,0903,1,5.055669756,0.349950656
0901170,East Granby School District,0901,1,17.56420261,0.101112438
0901200,East Haddam School District,0902,1,54.25353708,2.32965674
0901230,East Hampton School District,0902,1,35.65098217,1.246206546
0901260,East Hartford School District,0901,1,17.99653164,0.735198387
0901290,East Haven School District,0903,1,12.29634539,1.203091675
0901320,East Lyme School District,0902,1,34.0136545,7.980455508
0901350,East Windsor School District,0901,1,26.25070155,0.566261697
0901380,Eastford School District,0902,1,28.92079346,0.344236344
0901410,Easton School District,0904,1,27.42332667,1.247879913
0901440,Ellington School District,0902,1,34.06010877,0.533155366
0901470,Enfield School District,0902,1,33.31765437,0.94474762
0901500,Essex School District,0902,1,10.40243198,1.453360016
0901530,Fairfield School District,0904,1,29.90273237,1.477713796
0901560,Farmington School District,0905,1,27.94250012,0.876946148
0901590,Franklin School District,0902,1,19.71049403,0.085783409
0901620,Glastonbury School District,0901,2,42.7923446,0.852082326
0901620,Glastonbury School District,0902,2,8.476576725,0.065300303
0901680,Granby School District,0901,1,40.71443613,0.135660474
0901710,Greenwich School District,0904,1,47.71956511,19.58951509
0901740,Griswold School District,0902,1,34.70948282,2.356778873
0901770,Groton School District,0902,1,31.10933796,14.17298922
0901800,Guilford School District,0903,1,47.07872508,2.648019991
0901860,Hamden School District,0903,1,32.63097976,0.681877677
0901890,Hampton School District,0902,1,25.09219464,0.40654281
0901920,Hartford School District,0901,1,17.37948052,0.676278423
0901950,Hartland School District,0901,1,32.99478646,1.518228656
0902010,Hebron School District,0902,1,36.89500453,0.349401619
0902040,Kent School District,0905,1,48.5767463,1.033453051
0902070,Killingly School District,0902,1,48.35236148,1.510776884
0902130,Lebanon School District,0902,1,54.09803211,1.153121559
0902160,Ledyard School District,0902,1,38.2120504,1.789857328
0902190,Lisbon School District,0902,1,16.29361372,0.393353174
0902220,Litchfield School District,0905,1,56.0991298,0.707065438
0902280,Madison School District,0902,1,36.1477003,0.483168262
0902310,Manchester School District,0901,1,27.40274511,0.278109397
0902340,Mansfield School District,0902,1,44.63568248,1.019587349
0902370,Marlborough School District,0902,1,23.3511495,0.171615081
0902400,Meriden School District,0905,1,23.79879714,0.362156118
0902490,Middletown School District,0901,2,3.790932622,0.041170461
0902490,Middletown School District,0903,2,37.22696128,1.305640412
0902520,Milford School District,0903,1,22.17927033,3.944680825
0902550,Monroe School District,0904,1,26.07056172,0.197335663
0902580,Montville School District,0902,1,41.95580713,2.233142779
0902640,Naugatuck School District,0903,1,16.2989925,0.09519465
0902670,New Britain School District,0905,1,13.35493987,0.07234937
0902700,New Canaan School District,0904,1,22.19472947,0.328818126
0902730,New Fairfield School District,0905,1,20.44337966,4.710806768
0902760,New Hartford School District,0901,1,37.03770674,1.135420705
0902790,New Haven School District,0903,1,18.69007076,1.4433619
0902820,New London School District,0902,1,5.62092836,4.985059776
0902850,New Milford School District,0905,1,61.56548138,2.165954051
0902880,Newington School District,0901,1,13.13639947,0.004239788
0902910,Newtown School District,0905,1,57.52777619,1.410713486
0902940,Norfolk School District,0905,1,45.34264908,1.104668825
0902970,North Branford School District,0903,1,24.75817378,1.907031616
0903000,North Canaan School District,0905,1,19.37337432,0.103695075
0903030,North Haven School District,0903,1,20.83974713,0.275851857
0903060,North Stonington School District,0902,1,54.2480776,0.721324964
0903090,Norwalk School District,0904,1,22.88629716,13.48599221
0903120,Norwich School District,0902,1,28.06197751,1.345115499
0903180,Old Saybrook School District,0902,1,15.05919719,6.530947248
0903210,Orange School District,0903,1,17.18106918,0.237975234
0903240,Oxford School District,0904,1,32.74515171,0.588926667
0903270,Plainfield School District,0902,1,42.41101349,0.571584502
0903300,Plainville School District,0905,1,9.706530687,0.074077177
0903330,Plymouth School District,0905,1,21.87292914,0.463266625
0903360,Pomfret School District,0902,1,40.32886407,0.250015058
0903390,Portland School District,0901,1,23.35004178,1.504370677
0903420,Preston School District,0902,1,30.82975558,0.911447852
0903480,Putnam School District,0902,1,20.30435662,0.109077725
0903510,Redding School District,0904,1,31.56044816,0.542372011
0903515,Regional School District 06,0905,1,87.29716122,4.157222736
0903520,Regional School District 10,0905,1,60.48471383,1.055184039
0903530,Regional School District 12,0905,1,80.76633753,1.546338825
0903535,Regional School District 13,0903,1,36.30772073,0.763332108
0903536,Regional School District 14,0905,1,55.73370108,0.570243955
0903537,Regional School District 15,0905,1,56.7609375,1.749087641
0903538,Regional School District 16,0903,1,23.92044519,0.358347606
0903539,Regional School District 17,0902,1,79.2677912,2.797335741
0903540,Regional School District 18,0902,1,54.810508,8.478419591
0903570,Regional High School District 11,0902,1,63.11435265,0.593416263
0903600,Regional High School District 01,0905,1,262.9242294,5.342758731
0903630,Regional High School District 04,0902,1,39.96816086,2.88006817
0903660,Regional High School District 05,0903,1,57.10069197,0.997880685
0903720,Regional High School District 07,0901,2,104.8446514,5.082477602
0903720,Regional High School District 07,0905,2,45.34264908,1.104668825
0903750,Regional High School District 08,0902,1,75.69506114,0.766539073
0903780,Regional High School District 09,0904,1,58.98377483,1.790251924
0903810,Ridgefield School District,0904,2,34.49760308,0.497723542
0903810,Ridgefield School District,0905,2,0.002692677,0
0903840,Rocky Hill School District,0901,1,13.46259597,0.385074757
0903900,Salem School District,0902,1,28.92866492,0.838947516
0903930,Salisbury School District,0905,1,57.23564472,2.834484175
0903960,Scotland School District,0902,1,18.63111142,0.050777841
0903990,Seymour School District,0903,1,14.51770356,0.459497882
0904020,Sharon School District,0905,1,58.76514331,0.794601365
0904050,Shelton School District,0903,2,0.878970482,0.203727199
0904050,Shelton School District,0904,2,29.75243746,1.067651279
0904080,Sherman School District,0905,1,21.8917856,1.511791947
0904110,Simsbury School District,0905,1,33.93195065,0.367471201
0904140,Somers School District,0902,1,28.45617895,0.117385486
0904170,South Windsor School District,0901,1,28.05738135,0.607061886
0904230,Southington School District,0901,1,35.8969528,0.727615726
0904260,Sprague School District,0902,1,13.24134359,0.576036646
0904290,Stafford School District,0902,1,58.03764882,0.721608749
0904320,Stamford School District,0904,1,37.61743993,14.41149187
0904350,Sterling School District,0902,1,27.22015623,0.066224631
0904380,Stonington School District,0902,1,38.63962459,11.4455901
0904440,Stratford School District,0903,1,17.48108524,2.436286191
0904470,Suffield School District,0902,1,42.28816273,0.671699251
0904500,Thomaston School District,0905,1,11.98848566,0.216892125
0904530,Thompson School District,0902,1,46.90718374,1.751899237
0904560,Tolland School District,0902,1,39.62702337,0.629428013
0904590,Torrington School District,0901,2,33.3145864,0.540469299
0904590,Torrington School District,0905,2,6.459604832,0.016062237
0904620,Trumbull School District,0904,1,23.23914667,0.240755556
0904650,Union School District,0902,1,28.84959467,0.970787509
0904680,Vernon School District,0902,1,17.69764956,0.381679375
0904710,Voluntown School District,0902,1,38.96697668,0.825101892
0904740,Wallingford School District,0903,1,39.04008049,0.829818517
0904830,Waterbury School District,0903,2,5.390363971,0.132994439
0904830,Waterbury School District,0905,2,23.13186393,0.289335317
0904860,Waterford School District,0902,1,32.70160093,11.83546063
0904890,Watertown School District,0905,1,29.00729038,0.503851369
0904920,West Hartford School District,0901,1,21.83799655,0.423369143
0904950,West Haven School District,0903,1,10.75010541,0.166718147
0904980,Westbrook School District,0902,1,15.76992982,5.774130614
0905010,Weston School District,0904,1,19.77293486,0.900960159
0905040,Westport School District,0904,1,19.95961719,13.49433704
0905070,Wethersfield School District,0901,1,12.30219291,0.799771273
0905100,Willington School District,0902,1,33.29370136,0.2249022
0905130,Wilton School District,0904,1,26.786516,0.492704986
0905160,Winchester School District,0901,1,32.515041,1.307398722
0905190,Windham School District,0902,1,26.84764756,0.829237433
0905220,Windsor School District,0901,1,29.51488733,1.447757287
0905250,Windsor Locks School District,0901,1,9.02363872,0.34176336
0905280,Wolcott School District,0905,1,20.44256074,0.662368706
0905310,Woodbridge School District,0903,1,18.81179643,0.37526892
0905370,Woodstock School District,0902,1,60.68182864,1.185679239
1000080,Appoquinimink School District,1000,1,126.7131299,8.299338839
1000170,Cape Henlopen School District,1000,1,161.6834522,160.3950682
1000180,Caesar Rodney School District,1000,1,108.1084627,54.49267024
1000190,Capital School District,1000,1,113.3579059,42.03587005
1000200,Christina School District,1000,1,66.24884478,0.335878776
1000230,Colonial School District,1000,1,78.87629479,42.71466432
1000270,Delmar School District,1000,1,45.99346638,0.007608916
1000680,Indian River School District,1000,1,330.7463676,62.72710762
1000790,Lake Forest School District,1000,1,161.0363021,0.699655751
1000810,Laurel School District,1000,1,109.0257642,1.490135089
1001080,Milford School District,1000,1,163.7273613,114.7010704
1001240,Brandywine School District,1000,1,32.35145182,7.07544089
1001300,Red Clay Consolidated School District,1000,1,65.65827718,0.608304363
1001530,Seaford School District,1000,1,73.72511301,1.414390337
1001620,Smyrna School District,1000,1,168.2431691,43.09223402
1001850,Woodbridge School District,1000,1,143.0067958,0.188754929
1100030,District of Columbia Public Schools,1198,1,61.13556858,7.21516702
1200030,Alachua County School District,1203,1,874.7111361,94.09752671
1200060,Baker County School District,1205,1,585.2301123,3.739831999
1200090,Bay County School District,1202,1,758.5917931,274.5611339
1200120,Bradford County School District,1203,1,293.7729318,6.717771665
1200150,Brevard County School District,1208,1,1008.680675,548.343556
1200180,Broward County School District,1220,4,885.4398491,4.822225817
1200180,Broward County School District,1222,4,123.7626669,71.93689971
1200180,Broward County School District,1223,4,180.7369223,42.88159713
1200180,Broward County School District,1224,4,12.88045389,0.360257268
1200210,Calhoun County School District,1202,1,567.3172131,6.996254809
1200240,Charlotte County School District,1217,1,680.1035661,178.1225102
1200270,Citrus County School District,1211,1,577.4861266,195.7569332
1200300,Clay County School District,1203,1,604.6153179,38.92847496
1200330,Collier County School District,1219,2,137.9350734,195.7475818
1200330,Collier County School District,1225,2,1858.84055,112.4540527
1200360,Columbia County School District,1202,2,428.5439438,2.488545893
1200360,Columbia County School District,1205,2,368.6974388,1.588200409
1200390,Dade County School District,1223,5,6.062353957,28.73554163
1200390,Dade County School District,1224,5,89.54949444,12.40275051
1200390,Dade County School District,1225,5,489.470564,26.83644982
1200390,Dade County School District,1226,5,1201.332706,232.8749145
1200390,Dade County School District,1227,5,113.2455564,230.6630919
1200420,DeSoto County School District,1217,1,636.3073389,2.796431875
1200450,Dixie County School District,1202,1,705.1083546,158.5417295
1200480,Duval County School District,1204,2,503.0992032,144.2528973
1200480,Duval County School District,1205,2,259.5301654,11.58113204
1200510,Escambia County School District,1201,1,656.9684497,217.7352617
1200540,Flagler County School District,1206,1,485.101375,85.72702885
1200570,Franklin County School District,1202,1,544.9286645,492.7008743
1200600,Gadsden County School District,1205,1,516.308896,12.21885854
1200630,Gilchrist County School District,1202,1,349.6948916,5.54525465
1200660,Glades County School District,1217,1,803.3398209,183.4740918
1200690,Gulf County School District,1202,1,548.7772063,195.6477378
1200720,Hamilton County School District,1205,1,513.7821361,5.274077718
1200750,Hardee County School District,1217,1,637.5749822,0.562902222
1200780,Hendry County School District,1225,1,1155.791075,34.04319402
1200810,Hernando County School District,1211,1,472.536711,116.4828899
1200840,Highlands County School District,1217,1,1015.595012,91.12611873
1200870,Hillsborough County School District,1212,4,19.66932627,1.741367914
1200870,Hillsborough County School District,1214,4,275.953194,90.31447945
1200870,Hillsborough County School District,1215,4,362.1805603,14.29599017
1200870,Hillsborough County School District,1216,4,364.1191426,137.4761389
1200900,Holmes County School District,1201,2,378.6125886,10.01931669
1200900,Holmes County School District,1202,2,95.97242304,4.442898963
1200930,Indian River County School District,1208,1,501.6683116,115.2390791
1200960,Jackson County School District,1202,1,917.2580159,37.30580837
1200990,Jefferson County School District,1202,2,184.2399069,25.59550816
1200990,Jefferson County School District,1205,2,413.6589042,13.04290676
1201020,Lafayette County School District,1202,1,543.344717,4.562955118
1201050,Lake County School District,1206,3,402.3970717,43.85289623
1201050,Lake County School District,1211,3,297.0902325,115.9761439
1201050,Lake County School District,1215,3,248.020026,49.60915417
1201080,Lee County School District,1217,2,172.0101058,7.031886248
1201080,Lee County School District,1219,2,609.4203641,423.9103189
1201110,Leon County School District,1202,2,202.8423657,8.710235723
1201110,Leon County School District,1205,2,464.0477245,26.19227309
1201140,Levy County School District,1202,1,1117.176576,295.6168619
1201170,Liberty County School District,1202,1,813.2586664,29.86552486
1201200,Madison County School District,1205,1,696.421468,19.2712418
1201230,Manatee County School District,1216,1,743.630789,149.1006615
1201260,Marion County School District,1202,3,272.0039081,3.59228035
1201260,Marion County School District,1203,3,818.9326649,35.4137135
1201260,Marion County School District,1211,3,496.0760131,36.6439053
1201290,Martin County School District,1218,1,541.3591117,211.7651676
1201320,Monroe County School District,1226,1,977.6833032,2759.548108
1201350,Nassau County School District,1204,1,648.6608424,77.25979232
1201380,Okaloosa County School District,1201,1,930.2129844,151.8651546
1201410,Okeechobee County School District,1217,1,766.7673298,125.1482976
1201440,Orange County School District,1207,4,83.31195048,7.023705901
1201440,Orange County School District,1208,4,233.5656474,4.508025134
1201440,Orange County School District,1209,4,149.3786334,9.555242727
1201440,Orange County School District,1210,4,435.609326,80.25025985
1201470,Osceola County School District,1209,1,1325.096543,180.9406646
1201500,Palm Beach County School District,1218,4,394.3827524,53.94247464
1201500,Palm Beach County School District,1220,4,1273.872901,242.0180746
1201500,Palm Beach County School District,1221,4,256.032753,96.76361126
1201500,Palm Beach County School District,1222,4,39.98650418,26.16656062
1201530,Pasco County School District,1212,1,737.1388199,131.3113501
1201560,Pinellas County School District,1212,2,92.02073755,87.18876574
1201560,Pinellas County School District,1213,2,181.7551077,247.163776
1201590,Polk County School District,1209,3,832.5527084,122.6480995
1201590,Polk County School District,1215,3,477.3315015,18.81195318
1201590,Polk County School District,1217,3,485.1097982,73.95821062
1201620,Putnam County School District,1203,1,724.7156917,102.2052589
1201650,Santa Rosa County School District,1201,1,1011.561553,162.2166334
1201680,Sarasota County School District,1216,2,187.7817071,81.4371028
1201680,Sarasota County School District,1217,2,368.1903684,87.87549556
1201710,Seminole County School District,1207,1,306.7112967,38.62817859
1201740,St. Johns County School District,1204,2,417.7274462,171.4967077
1201740,St. Johns County School District,1206,2,182.831912,49.47857133
1201770,St. Lucie County School District,1218,1,571.1800796,116.6610448
1201800,Sumter County School District,1211,1,555.5486384,24.27687657
1201830,Suwannee County School District,1202,1,688.5522682,3.703996698
1201860,Taylor County School District,1202,1,1043.317739,188.8792079
1201890,Union County School District,1203,1,239.5835568,10.16816526
1201920,Volusia County School District,1206,1,1100.451616,331.9859343
1201950,Wakulla County School District,1202,1,606.4014555,129.3232258
1201980,Walton County School District,1201,1,1037.739283,201.8553974
1202010,Washington County School District,1202,1,583.572905,32.3813593
1300001,Troup County School District,1303,1,414.0075054,31.95441137
1300002,Fort Benning Schools,1302,1,263.2438706,1.86191326
1300003,Fort Stewart School District,1301,2,397.760619,2.18625955
1300003,Fort Stewart School District,1312,2,36.9415422,0.261100438
1300060,Appling County School District,1312,1,508.2738897,3.987665966
1300090,Atkinson County School District,1308,1,341.5626018,2.971221874
1300120,Atlanta City School District,1305,2,118.8098841,0.712926855
1300120,Atlanta City School District,1311,2,15.64809721,0.274773088
1300150,Bacon County School District,1301,1,284.0849467,1.737431216
1300180,Baker County School District,1302,1,341.7898789,7.348432502
1300210,Baldwin County School District,1310,1,258.6990913,9.576478733
1300240,Banks County School District,1309,1,232.0518759,1.777641827
1300290,Barrow County School District,1310,1,161.0363739,1.895629246
1300330,Bartow County School District,1311,1,429.8330093,10.43153366
1300360,Ben Hill County School District,1308,1,250.1218419,3.78531831
1300390,Berrien County School District,1308,1,453.0508388,4.831856364
1300420,Bibb County School District,1302,2,205.9048416,4.821347435
1300420,Bibb County School District,1308,2,43.49360267,0.686146808
1300440,Bleckley County School District,1308,1,215.8722237,3.259118961
1300480,Brantley County School District,1301,1,443.2257003,3.97592846
1300510,Bremen City School District,1303,2,2.317455911,0.020250673
1300510,Bremen City School District,1314,2,8.284988579,0.007922044
1300540,Brooks County School District,1308,1,491.7932203,6.007168373
1300570,Bryan County School District,1301,1,268.1215623,15.31263311
1300600,Buford City School District,1307,2,13.98564665,0.072015005
1300600,Buford City School District,1309,2,3.220680945,0.000898074
1300630,Bulloch County School District,1312,1,675.9511029,12.68644913
1300660,Burke County School District,1312,1,827.034894,7.947630259
1300690,Butts County School District,1310,1,183.6899565,4.351232515
1300720,Calhoun City School District,1314,1,15.40586906,0.089463349
1300750,Calhoun County School District,1302,1,280.3626747,3.215076286
1300780,Camden County School District,1301,1,630.2617487,151.5907159
1300810,Candler County School District,1312,1,243.0593651,5.798555437
1300840,Carroll County School District,1303,1,474.3941995,4.169088042
1300870,Carrollton City School District,1303,1,22.31608679,0.560270163
1300900,Cartersville City School District,1311,1,29.07603163,0.136161249
1300930,Catoosa County School District,1314,1,162.1624672,0.297746167
1300990,Charlton County School District,1301,1,780.0868757,2.302418776
1301020,Chatham County School District,1301,1,433.1167029,196.8575109
1301050,Chattahoochee County School District,1302,1,59.5653227,0.773842195
1301080,Chattooga County School District,1314,1,309.4923154,0.208153474
1301110,Cherokee County School District,1311,1,421.0834127,13.30790143
1301140,Chickamauga City School District,1314,1,2.838644812,0.012737511
1301170,Clarke County School District,1309,2,36.07011731,0.563602225
1301170,Clarke County School District,1310,2,83.15241383,1.246564849
1301200,Clay County School District,1302,1,195.400827,21.83603206
1301230,Clayton County School District,1305,2,55.38330641,0.296517976
1301230,Clayton County School District,1313,2,86.29561643,2.395609941
1301260,Clinch County School District,1301,1,814.9957359,8.997446706
1301290,Cobb County School District,1306,3,75.9278016,1.298352734
1301290,Cobb County School District,1311,3,146.193453,2.912886855
1301290,Cobb County School District,1313,3,94.26283944,0.493003829
1301350,Coffee County School District,1312,1,592.2532641,10.39667172
1301380,Colquitt County School District,1308,1,546.6802742,9.958800195
1301410,Columbia County School District,1310,2,150.5551018,15.66146909
1301410,Columbia County School District,1312,2,139.520841,1.86527814
1301440,Commerce City School District,1309,1,12.40405168,0.126794024
1301470,Cook County School District,1308,1,226.376735,6.826219658
1301500,Coweta County School District,1303,1,440.9334939,4.89931073
1301530,Crawford County School District,1302,1,324.9134699,1.540153854
1301560,Crisp County School District,1302,1,272.6795692,8.266152198
1301590,Dade County School District,1314,1,173.9796891,0.180635586
1301620,Dalton City School District,1314,1,20.55270758,0.017202396
1301650,Dawson County School District,1309,1,210.8281031,3.580192263
1301680,Decatur City School District,1304,2,1.135893294,0.000841317
1301680,Decatur City School District,1305,2,3.299767798,0
1301710,Decatur County School District,1302,1,597.1717935,25.99614284
1301740,DeKalb County School District,1304,3,157.9077644,2.535149584
1301740,DeKalb County School District,1305,3,45.05823811,0.370726814
1301740,DeKalb County School District,1306,3,52.82450536,0.481266322
1301770,Dodge County School District,1308,1,495.9565006,7.160555184
1301800,Dooly County School District,1302,1,392.6306427,4.688008207
1301830,Dougherty School District,1302,1,328.3025338,6.269020938
1301860,Douglas County School District,1313,1,200.1380076,0.935729046
1301870,Dublin City School District,1312,1,15.97864469,0.093967617
1301890,Laurens County School District,1312,1,791.3512792,11.04650832
1301920,Early County School District,1302,1,512.5995182,3.746239365
1301950,Echols County School District,1301,1,419.8210748,0.898657059
1301980,Effingham County School District,1301,2,153.5965939,1.610114024
1301980,Effingham County School District,1312,2,325.209006,2.487682955
1302010,Elbert County School District,1309,1,351.0976317,23.11856928
1302040,Emanuel County School District,1312,1,680.5715826,9.61252446
1302070,Evans County School District,1312,1,156.2152199,3.817737766
1302100,Fannin County School District,1309,1,387.1049831,5.202179315
1302130,Fayette County School District,1303,2,151.6407273,4.027866152
1302130,Fayette County School District,1313,2,42.73730457,0.917519695
1302190,Floyd County School District,1314,1,478.2868535,7.901092978
1302220,Forsyth County School District,1307,2,113.2785631,5.278375035
1302220,Forsyth County School District,1309,2,111.2728688,17.29040714
1302250,Franklin County School District,1309,1,261.5615455,4.91618687
1302280,Fulton County School District,1305,4,42.42739387,0.549461619
1302280,Fulton County School District,1306,4,166.3087161,3.60903564
1302280,Fulton County School District,1311,4,8.752893064,0.100558381
1302280,Fulton County School District,1313,4,182.2711163,2.417132435
1302310,Gainesville City School District,1309,1,32.95064031,1.943775415
1302340,Gilmer County School District,1309,1,426.2131296,4.742636259
1302370,Glascock County School District,1310,1,143.7455482,0.707618336
1302400,Glynn County School District,1301,1,419.5510134,165.6968256
1302430,Gordon County School District,1314,1,341.0368349,2.122721418
1302460,Grady County School District,1302,1,454.501373,5.762572259
1302490,Greene County School District,1310,1,387.6632799,18.54775389
1302520,Spalding County School District,1303,1,195.9932382,3.619545342
1302550,Gwinnett County School District,1304,3,79.49041231,1.099479225
1302550,Gwinnett County School District,1307,3,265.5172812,4.364525241
1302550,Gwinnett County School District,1310,3,71.62971527,0.625611779
1302580,Habersham County School District,1309,1,276.8276224,2.240181036
1302610,Hall County School District,1309,1,356.8276683,34.35566574
1302640,Hancock County School District,1310,1,471.0670617,6.748967177
1302670,Haralson County School District,1314,1,273.8802535,1.002326266
1302700,Harris County School District,1303,1,463.8247853,9.131725321
1302730,Hart County School District,1309,1,232.4167927,24.53113489
1302790,Heard County School District,1303,1,295.9722651,5.122217169
1302820,Henry County School District,1303,3,102.8491734,2.733315753
1302820,Henry County School District,1310,3,107.200431,2.329484924
1302820,Henry County School District,1313,3,108.5954738,2.775061892
1302880,Houston County School District,1308,1,376.0433365,3.859703211
1302910,Irwin County School District,1308,1,354.322942,8.439888911
1302940,Jackson County School District,1309,1,304.7976921,2.968282865
1302970,Jasper County School District,1310,1,368.4061984,5.058234247
1303000,Jeff Davis County School District,1312,1,330.9178965,4.480128093
1303030,Jefferson City School District,1309,1,22.46685429,0.335615068
1303060,Jefferson County School District,1310,1,525.5514705,4.115444164
1303090,Jenkins County School District,1312,1,347.3249239,5.14847868
1303120,Johnson County School District,1310,1,303.0188661,3.57400652
1303150,Jones County School District,1308,1,393.9416507,1.475009151
1303210,Lamar County School District,1303,1,183.5006351,2.333728573
1303240,Lanier County School District,1308,1,196.3259525,3.462480135
1303270,Lee County School District,1302,1,355.8823485,5.911488007
1303300,Liberty County School District,1301,1,331.832771,85.61610401
1303330,Lincoln County School District,1310,1,210.381201,46.91653938
1303360,Long County School District,1301,1,356.6730606,3.292553865
1303390,Lowndes County School District,1301,2,80.04872378,0.874888996
1303390,Lowndes County School District,1308,2,380.8204671,12.4078544
1303420,Lumpkin County School District,1309,1,282.9424403,1.26587961
